"date","hits","keyword","geo","time","gprop","category"
2023-06-04,25,"LLM","world","2021-01-01 2025-07-18","web",0
2023-06-11,25,"LLM","world","2021-01-01 2025-07-18","web",0
2023-06-18,25,"LLM","world","2021-01-01 2025-07-18","web",0
2023-06-25,26,"LLM","world","2021-01-01 2025-07-18","web",0
2023-07-02,25,"LLM","world","2021-01-01 2025-07-18","web",0
2023-07-09,26,"LLM","world","2021-01-01 2025-07-18","web",0
2023-07-16,28,"LLM","world","2021-01-01 2025-07-18","web",0
2023-07-23,27,"LLM","world","2021-01-01 2025-07-18","web",0
2023-07-30,27,"LLM","world","2021-01-01 2025-07-18","web",0
2023-08-06,28,"LLM","world","2021-01-01 2025-07-18","web",0
2023-08-13,26,"LLM","world","2021-01-01 2025-07-18","web",0
2023-08-20,27,"LLM","world","2021-01-01 2025-07-18","web",0
2023-08-27,27,"LLM","world","2021-01-01 2025-07-18","web",0
2023-09-03,26,"LLM","world","2021-01-01 2025-07-18","web",0
2023-09-10,28,"LLM","world","2021-01-01 2025-07-18","web",0
2023-09-17,27,"LLM","world","2021-01-01 2025-07-18","web",0
2023-09-24,28,"LLM","world","2021-01-01 2025-07-18","web",0
2023-10-01,28,"LLM","world","2021-01-01 2025-07-18","web",0
2023-10-08,28,"LLM","world","2021-01-01 2025-07-18","web",0
2023-10-15,27,"LLM","world","2021-01-01 2025-07-18","web",0
2023-10-22,28,"LLM","world","2021-01-01 2025-07-18","web",0
2023-10-29,28,"LLM","world","2021-01-01 2025-07-18","web",0
2023-11-05,29,"LLM","world","2021-01-01 2025-07-18","web",0
2023-11-12,28,"LLM","world","2021-01-01 2025-07-18","web",0
2023-11-19,28,"LLM","world","2021-01-01 2025-07-18","web",0
2023-11-26,32,"LLM","world","2021-01-01 2025-07-18","web",0
2023-12-03,32,"LLM","world","2021-01-01 2025-07-18","web",0
2023-12-10,34,"LLM","world","2021-01-01 2025-07-18","web",0
2023-12-17,32,"LLM","world","2021-01-01 2025-07-18","web",0
2023-12-24,25,"LLM","world","2021-01-01 2025-07-18","web",0
2023-12-31,29,"LLM","world","2021-01-01 2025-07-18","web",0
2024-01-07,33,"LLM","world","2021-01-01 2025-07-18","web",0
2024-01-14,35,"LLM","world","2021-01-01 2025-07-18","web",0
2024-01-21,36,"LLM","world","2021-01-01 2025-07-18","web",0
2024-01-28,40,"LLM","world","2021-01-01 2025-07-18","web",0
2024-02-04,40,"LLM","world","2021-01-01 2025-07-18","web",0
2024-02-11,40,"LLM","world","2021-01-01 2025-07-18","web",0
2024-02-18,43,"LLM","world","2021-01-01 2025-07-18","web",0
2024-02-25,45,"LLM","world","2021-01-01 2025-07-18","web",0
2024-03-03,44,"LLM","world","2021-01-01 2025-07-18","web",0
2024-03-10,46,"LLM","world","2021-01-01 2025-07-18","web",0
2024-03-17,48,"LLM","world","2021-01-01 2025-07-18","web",0
2024-03-24,46,"LLM","world","2021-01-01 2025-07-18","web",0
2024-03-31,45,"LLM","world","2021-01-01 2025-07-18","web",0
2024-04-07,48,"LLM","world","2021-01-01 2025-07-18","web",0
2024-04-14,46,"LLM","world","2021-01-01 2025-07-18","web",0
2024-04-21,51,"LLM","world","2021-01-01 2025-07-18","web",0
2024-04-28,46,"LLM","world","2021-01-01 2025-07-18","web",0
2024-05-05,45,"LLM","world","2021-01-01 2025-07-18","web",0
2024-05-12,50,"LLM","world","2021-01-01 2025-07-18","web",0
2024-05-19,49,"LLM","world","2021-01-01 2025-07-18","web",0
2024-05-26,46,"LLM","world","2021-01-01 2025-07-18","web",0
2024-06-02,48,"LLM","world","2021-01-01 2025-07-18","web",0
2024-06-09,51,"LLM","world","2021-01-01 2025-07-18","web",0
2024-06-16,50,"LLM","world","2021-01-01 2025-07-18","web",0
2024-06-23,49,"LLM","world","2021-01-01 2025-07-18","web",0
2024-06-30,46,"LLM","world","2021-01-01 2025-07-18","web",0
2024-07-07,49,"LLM","world","2021-01-01 2025-07-18","web",0
2024-07-14,47,"LLM","world","2021-01-01 2025-07-18","web",0
2024-07-21,49,"LLM","world","2021-01-01 2025-07-18","web",0
2024-07-28,46,"LLM","world","2021-01-01 2025-07-18","web",0
2024-08-04,44,"LLM","world","2021-01-01 2025-07-18","web",0
2024-08-11,44,"LLM","world","2021-01-01 2025-07-18","web",0
2024-08-18,45,"LLM","world","2021-01-01 2025-07-18","web",0
2024-08-25,47,"LLM","world","2021-01-01 2025-07-18","web",0
2024-09-01,47,"LLM","world","2021-01-01 2025-07-18","web",0
2024-09-08,49,"LLM","world","2021-01-01 2025-07-18","web",0
2024-09-15,47,"LLM","world","2021-01-01 2025-07-18","web",0
2024-09-22,49,"LLM","world","2021-01-01 2025-07-18","web",0
2024-09-29,46,"LLM","world","2021-01-01 2025-07-18","web",0
2024-10-06,50,"LLM","world","2021-01-01 2025-07-18","web",0
2024-10-13,50,"LLM","world","2021-01-01 2025-07-18","web",0
2024-10-20,55,"LLM","world","2021-01-01 2025-07-18","web",0
2024-10-27,47,"LLM","world","2021-01-01 2025-07-18","web",0
2024-11-03,50,"LLM","world","2021-01-01 2025-07-18","web",0
2024-11-10,53,"LLM","world","2021-01-01 2025-07-18","web",0
2024-11-17,56,"LLM","world","2021-01-01 2025-07-18","web",0
2024-11-24,51,"LLM","world","2021-01-01 2025-07-18","web",0
2024-12-01,54,"LLM","world","2021-01-01 2025-07-18","web",0
2024-12-08,54,"LLM","world","2021-01-01 2025-07-18","web",0
2024-12-15,51,"LLM","world","2021-01-01 2025-07-18","web",0
2024-12-22,45,"LLM","world","2021-01-01 2025-07-18","web",0
2024-12-29,43,"LLM","world","2021-01-01 2025-07-18","web",0
2025-01-05,59,"LLM","world","2021-01-01 2025-07-18","web",0
2025-01-12,59,"LLM","world","2021-01-01 2025-07-18","web",0
2025-01-19,65,"LLM","world","2021-01-01 2025-07-18","web",0
2025-01-26,87,"LLM","world","2021-01-01 2025-07-18","web",0
2025-02-02,78,"LLM","world","2021-01-01 2025-07-18","web",0
2025-02-09,73,"LLM","world","2021-01-01 2025-07-18","web",0
2025-02-16,71,"LLM","world","2021-01-01 2025-07-18","web",0
2025-02-23,73,"LLM","world","2021-01-01 2025-07-18","web",0
2025-03-02,68,"LLM","world","2021-01-01 2025-07-18","web",0
2025-03-09,68,"LLM","world","2021-01-01 2025-07-18","web",0
2025-03-16,69,"LLM","world","2021-01-01 2025-07-18","web",0
2025-03-23,69,"LLM","world","2021-01-01 2025-07-18","web",0
2025-03-30,68,"LLM","world","2021-01-01 2025-07-18","web",0
2025-04-06,69,"LLM","world","2021-01-01 2025-07-18","web",0
2025-04-13,66,"LLM","world","2021-01-01 2025-07-18","web",0
2025-04-20,67,"LLM","world","2021-01-01 2025-07-18","web",0
2025-04-27,64,"LLM","world","2021-01-01 2025-07-18","web",0
2025-05-04,65,"LLM","world","2021-01-01 2025-07-18","web",0
2025-05-11,71,"LLM","world","2021-01-01 2025-07-18","web",0
2025-05-18,77,"LLM","world","2021-01-01 2025-07-18","web",0
2025-05-25,77,"LLM","world","2021-01-01 2025-07-18","web",0
2025-06-01,83,"LLM","world","2021-01-01 2025-07-18","web",0
2025-06-08,100,"LLM","world","2021-01-01 2025-07-18","web",0
2025-06-15,90,"LLM","world","2021-01-01 2025-07-18","web",0
2025-06-22,89,"LLM","world","2021-01-01 2025-07-18","web",0
2025-06-29,85,"LLM","world","2021-01-01 2025-07-18","web",0
2025-07-06,78,"LLM","world","2021-01-01 2025-07-18","web",0
2025-07-13,82,"LLM","world","2021-01-01 2025-07-18","web",0
2020-12-27,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-01-03,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-01-10,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-01-17,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-01-24,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-01-31,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-02-07,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-02-14,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-02-21,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-02-28,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-03-07,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-03-14,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-03-21,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-03-28,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-04-04,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-04-11,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-04-18,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-04-25,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-05-02,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-05-09,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-05-16,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-05-23,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-05-30,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-06-06,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-06-13,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-06-20,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-06-27,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-07-04,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-07-11,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-07-18,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-07-25,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-08-01,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-08-08,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-08-15,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-08-22,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-08-29,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-09-05,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-09-12,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-09-19,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-09-26,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-10-03,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-10-10,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-10-17,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-10-24,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-10-31,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-11-07,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-11-14,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-11-21,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-11-28,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-12-05,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-12-12,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-12-19,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2021-12-26,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-01-02,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-01-09,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-01-16,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-01-23,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-01-30,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-02-06,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-02-13,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-02-20,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-02-27,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-03-06,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-03-13,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-03-20,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-03-27,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-04-03,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-04-10,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-04-17,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-04-24,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-05-01,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-05-08,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-05-15,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-05-22,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-05-29,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-06-05,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-06-12,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-06-19,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-06-26,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-07-03,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-07-10,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-07-17,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-07-24,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-07-31,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-08-07,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-08-14,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-08-21,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-08-28,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-09-04,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-09-11,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-09-18,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-09-25,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-10-02,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-10-09,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-10-16,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-10-23,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-10-30,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-11-06,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-11-13,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-11-20,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-11-27,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-12-04,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-12-11,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-12-18,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2022-12-25,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-01-01,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-01-08,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-01-15,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-01-22,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-01-29,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-02-05,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-02-12,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-02-19,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-02-26,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-03-05,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-03-12,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-03-19,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-03-26,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-04-02,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-04-09,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-04-16,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-04-23,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-04-30,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-05-07,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-05-14,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-05-21,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-05-28,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-06-04,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-06-11,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-06-18,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-06-25,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-07-02,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-07-09,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-07-16,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-07-23,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-07-30,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-08-06,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-08-13,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-08-20,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-08-27,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-09-03,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-09-10,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-09-17,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-09-24,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-10-01,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-10-08,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-10-15,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-10-22,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-10-29,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-11-05,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-11-12,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-11-19,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-11-26,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-12-03,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-12-10,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-12-17,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-12-24,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2023-12-31,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-01-07,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-01-14,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-01-21,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-01-28,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-02-04,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-02-11,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-02-18,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-02-25,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-03-03,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-03-10,0,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-03-17,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-03-24,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-03-31,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-04-07,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-04-14,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-04-21,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-04-28,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-05-05,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-05-12,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-05-19,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-05-26,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-06-02,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-06-09,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-06-16,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-06-23,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-06-30,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-07-07,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-07-14,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-07-21,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-07-28,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-08-04,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-08-11,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-08-18,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-08-25,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-09-01,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-09-08,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-09-15,0.5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-09-22,1,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-09-29,1,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-10-06,1,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-10-13,1,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-10-20,1,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-10-27,1,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-11-03,1,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-11-10,1,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-11-17,2,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-11-24,1,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-12-01,2,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-12-08,2,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-12-15,2,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-12-22,2,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2024-12-29,2,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-01-05,4,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-01-12,5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-01-19,5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-01-26,5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-02-02,5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-02-09,5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-02-16,5,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-02-23,6,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-03-02,6,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-03-09,7,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-03-16,6,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-03-23,7,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-03-30,7,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-04-06,7,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-04-13,7,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-04-20,7,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-04-27,7,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-05-04,8,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-05-11,8,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-05-18,10,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-05-25,10,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-06-01,12,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-06-08,14,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-06-15,12,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-06-22,14,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-06-29,12,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-07-06,12,"Agentic AI","world","2021-01-01 2025-07-18","web",0
2025-07-13,13,"Agentic AI","world","2021-01-01 2025-07-18","web",0
